"순서","시설ID","컨텐츠 명","사용유무","테마 타입","x 좌표","y 좌표","좌표 배열","좌표타입","메인 이미지","새 주소","구 주소","우편번호","국가 지점 번호","테마 명","거리","업데이트 일","등록일","이미지 URL1","이미지 URL2","이미지 URL3","이미지 URL4","이미지 URL5","동영상 URL","음성파일 URL","평가 점수","평가자 인원","상세정보 이름 1","상세정보 값 1","상세정보 이름 2","상세정보 값 2","상세정보 이름 3","상세정보 값 3","상세정보 이름 4","상세정보 값 4","상세정보 이름 5","상세정보 값 5","상세정보 이름 6","상세정보 값 6","상세정보 이름 7","상세정보 값 7","상세정보 이름 8","상세정보 값 8","상세정보 이름 9","상세정보 값 9","상세정보 이름 10","상세정보 값 10"
"3263","동대문구_자전거보관대_70","자전거보관대","사용","일반","127.037252300","37.572892459","[]","Point","","서울특별시 동대문구 청계천로 549","서울특별시 동대문구 용두동 696-10","02590","","(친환경)자전거 편의시설","6316.523073","2022-01-13 17:38:01","2022-01-13 17:38:01","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3264","동대문구_자전거보관대_7","자전거보관대","사용","일반","127.033684940","37.578316697","[]","Point","","서울특별시 동대문구 왕산로 91","서울특별시 동대문구 용두동 230-2","02576","","(친환경)자전거 편의시설","6066.719315","2022-01-11 14:59:01","2022-01-11 14:59:01","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3265","동대문구_자전거보관대_69","자전거보관대","사용","일반","127.071524311","37.576683555","[]","Point","","서울특별시 동대문구 장한로 191","서울특별시 동대문구 장안동 300","02526","","(친환경)자전거 편의시설","9763.711113","2022-01-11 14:56:40","2022-01-11 14:56:40","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3266","동대문구_자전거보관대_67","자전거보관대","사용","일반","127.045428493","37.585217377","[]","Point","","서울특별시 동대문구 약령시로21길 29","서울특별시 동대문구 청량리동 229","02486","","(친환경)자전거 편의시설","7380.420995","2022-01-17 12:49:43","2022-01-17 12:49:43","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3267","동대문구_자전거보관대_66","자전거보관대","사용","일반","127.024633839","37.573598326","[]","Point","","서울특별시 동대문구 천호대로4길 22","서울특별시 동대문구 신설동 109-4","02586","","(친환경)자전거 편의시설","5082.478239","2022-01-13 17:50:35","2022-01-13 17:50:35","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3268","동대문구_자전거보관대_64","자전거보관대","사용","일반","127.054298686","37.586283538","[]","Point","","서울특별시 동대문구 전농로38다길 21","서울특별시 동대문구 전농동 103-570","02492","","(친환경)자전거 편의시설","8262.348534","2022-01-11 10:54:50","2022-01-11 10:54:50","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3269","동대문구_자전거보관대_63","자전거보관대","사용","일반","127.068614824","37.590022002","[]","Point","","서울특별시 동대문구 한천로 329","서울특별시 동대문구 휘경동 367-1","02502","","(친환경)자전거 편의시설","9741.813911","2022-01-11 10:42:52","2022-01-11 10:42:52","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3270","동대문구_자전거보관대_62","자전거보관대","사용","일반","127.072706477","37.583746829","[]","Point","","서울특별시 동대문구 장안벚꽃로 279","서울특별시 동대문구 휘경동 49-35","02512","","(친환경)자전거 편의시설","9995.141485","2022-01-11 10:41:55","2022-01-11 10:41:55","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3271","동대문구_자전거보관대_6","자전거보관대","사용","일반","127.033976551","37.578306575","[]","Point","","서울특별시 동대문구 왕산로 95","서울특별시 동대문구 용두동 230-1","02576","","(친환경)자전거 편의시설","6094.842824","2022-01-11 14:58:24","2022-01-11 14:58:24","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3272","동대문구_자전거보관대_59","자전거보관대","사용","일반","127.066937215","37.564130175","[]","Point","","서울특별시 동대문구 장한로 34","서울특별시 동대문구 장안동 434","02644","","(친환경)자전거 편의시설","9224.221713","2022-01-11 14:59:08","2022-01-11 14:59:08","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3273","동대문구_자전거보관대_58","자전거보관대","사용","일반","127.064939471","37.590706416","[]","Point","","서울특별시 동대문구 망우로 106","서울특별시 동대문구 휘경동 34-11","02501","","(친환경)자전거 편의시설","9407.075941","2022-01-11 10:40:56","2022-01-11 10:40:56","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3274","동대문구_자전거보관대_57","자전거보관대","사용","일반","127.065560587","37.592855854","[]","Point","","서울특별시 동대문구 외대역동로6길 3","서울특별시 동대문구 휘경동 372-1","02434","","(친환경)자전거 편의시설","9529.208233","2022-01-11 10:32:32","2022-01-11 10:32:32","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","주민센터|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3275","동대문구_자전거보관대_56","자전거보관대","사용","일반","127.056428140","37.594474542","[]","Point","","서울특별시 동대문구 이문로9길 52","서울특별시 동대문구 이문동 347-34","02451","","(친환경)자전거 편의시설","8717.731369","2022-01-11 10:39:31","2022-01-11 10:39:31","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3276","동대문구_자전거보관대_54","자전거보관대","사용","일반","127.061381704","37.567329891","[127.06138170395731,37.56732989135595]","Point","","서울특별시 동대문구 한천로11길 18","서울특별시 동대문구 답십리동 10-13","02616","다사61265208","(친환경)자전거 편의시설","8674.500768","2022-01-25 13:48:28","2022-01-25 13:48:28","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","주민센터|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3278","동대문구_자전거보관대_52","자전거보관대","사용","일반","127.047425278","37.590025701","[]","Point","","서울특별시 동대문구 회기로10길 60","서울특별시 동대문구 청량리동 206-19","02456","","(친환경)자전거 편의시설","7719.614783","2022-01-17 12:54:10","2022-01-17 12:54:10","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3279","동대문구_자전거보관대_51","자전거보관대","사용","일반","127.069034439","37.602331185","[]","Point","","서울특별시 동대문구 한천로58길 81-49","서울특별시 동대문구 이문동 189","02421","","(친환경)자전거 편의시설","10177.294650","2022-01-11 10:29:27","2022-01-11 10:25:06","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3280","동대문구_자전거보관대_5","자전거보관대","사용","일반","127.033285820","37.578318501","[]","Point","","서울특별시 동대문구 왕산로 87","서울특별시 동대문구 용두동 230-2","02576","","(친환경)자전거 편의시설","6027.960359","2022-01-11 14:57:53","2022-01-11 14:57:53","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3281","동대문구_자전거보관대_49","자전거보관대","사용","일반","127.065444720","37.597928014","[]","Point","","서울특별시 동대문구 외대역동로 114-1","서울특별시 동대문구 이문동 120-1","02426","","(친환경)자전거 편의시설","9683.215329","2022-01-11 10:29:11","2022-01-11 10:29:11","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","주민센터|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3282","동대문구_자전거보관대_48","자전거보관대","사용","일반","127.039469299","37.574921274","[]","Point","","서울특별시 동대문구 천호대로 145","서울특별시 동대문구 용두동 39-9","02565","","(친환경)자전거 편의시설","6566.376592","2022-01-12 17:55:45","2022-01-12 17:55:45","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3283","동대문구_자전거보관대_47","자전거보관대","사용","일반","127.039758944","37.574320754","[]","Point","","서울특별시 동대문구 천호대로 145","서울특별시 동대문구 용두동 39-9","02565","","(친환경)자전거 편의시설","6585.408906","2022-01-12 17:47:50","2022-01-12 17:47:50","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3284","동대문구_자전거보관대_46","자전거보관대","사용","일반","127.056163644","37.576296174","[127.05616364437003,37.576296174090885]","Point","","서울특별시 동대문구 전농로11가길 24","서울특별시 동대문구 전농동 295-319","02539","다사60805308","(친환경)자전거 편의시설","8236.910524","2022-01-25 13:39:10","2022-01-25 13:39:10","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3285","동대문구_자전거보관대_45","자전거보관대","사용","일반","127.066401601","37.567953313","[127.06640160108428,37.56795331300244]","Point","","서울특별시 동대문구 한천로18길 48","서울특별시 동대문구 장안동 395-3","02628","다사61705215","(친환경)자전거 편의시설","9178.543379","2022-01-23 16:59:25","2022-01-23 16:59:25","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3286","동대문구_자전거보관대_44","자전거보관대","사용","일반","127.060651474","37.577735602","[]","Point","","서울특별시 동대문구 사가정로 148","서울특별시 동대문구 전농동 10","02532","","(친환경)자전거 편의시설","8702.346812","2022-01-14 00:15:09","2022-01-14 00:15:09","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|버스정류장|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3287","동대문구_자전거보관대_43","자전거보관대","사용","일반","127.066991654","37.561362103","[127.06699165385491,37.561362102657085]","Point","","서울특별시 동대문구 천호대로 433","서울특별시 동대문구 장안동 472-2","02645","다사61755142","(친환경)자전거 편의시설","9233.874977","2022-01-23 16:58:31","2022-01-23 16:58:31","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|버스정류장|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3288","동대문구_자전거보관대_41","자전거보관대","사용","일반","127.064461946","37.561823190","[127.06446194590181,37.56182318994459]","Point","","서울특별시 동대문구 천호대로 405","서울특별시 동대문구 장안동 469-10","02633","다사61535147","(친환경)자전거 편의시설","8979.709705","2022-01-23 16:57:12","2022-01-23 16:57:12","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3289","동대문구_자전거보관대_40","자전거보관대","사용","일반","127.065449012","37.561577266","[127.06544901180526,37.56157726570279]","Point","","서울특별시 동대문구 장한로 6","서울특별시 동대문구 장안동 472-2","02645","다사61625144","(친환경)자전거 편의시설","9079.047116","2022-01-23 16:56:35","2022-01-23 16:56:35","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3290","동대문구_자전거보관대_4","자전거보관대","사용","일반","127.058259392","37.589613437","[]","Point","","서울특별시 동대문구 회기로 196","서울특별시 동대문구 휘경동 267-139","02446","","(친환경)자전거 편의시설","8735.785159","2022-01-11 10:27:14","2022-01-11 10:27:14","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3300","동대문구_자전거보관대_95","자전거보관대","사용","일반","127.053011370","37.574379599","[]","Point","","서울특별시 동대문구 사가정로 59","서울특별시 동대문구 전농동 693-1","02553","","(친환경)자전거 편의시설","7898.163398","2022-01-14 00:17:46","2022-01-14 00:17:46","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3291","동대문구_자전거보관대_39","자전거보관대","사용","일반","127.065363882","37.561618640","[127.06536388234026,37.56161863980179]","Point","","서울특별시 동대문구 장한로 6","서울특별시 동대문구 장안동 469-11","02645","다사61615145","(친환경)자전거 편의시설","9070.421129","2022-01-23 16:55:53","2022-01-23 16:55:53","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3292","동대문구_자전거보관대_88","자전거보관대","사용","일반","127.054828147","37.596844106","[]","Point","","서울특별시 동대문구 경희대로 26","서울특별시 동대문구 이문동 1-3","02447","","(친환경)자전거 편의시설","8654.609070","2022-01-11 10:47:44","2022-01-11 10:47:44","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3293","동대문구_자전거보관대_89","자전거보관대","사용","일반","127.056219542","37.594669794","[]","Point","","서울특별시 동대문구 경희대로 26","서울특별시 동대문구 이문동 1-3","02447","","(친환경)자전거 편의시설","8705.003604","2022-01-11 10:48:57","2022-01-11 10:48:57","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3294","동대문구_자전거보관대_9","자전거보관대","사용","일반","127.033707998","37.578005742","[]","Point","","서울특별시 동대문구 왕산로 92","서울특별시 동대문구 용두동 100-5","02585","","(친환경)자전거 편의시설","6061.778220","2022-01-11 15:01:13","2022-01-11 15:01:13","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3295","동대문구_자전거보관대_90","자전거보관대","사용","일반","127.058695301","37.598275511","[]","Point","","서울특별시 동대문구 이문로 107","서울특별시 동대문구 이문동 270-1","02450","","(친환경)자전거 편의시설","9066.753040","2022-01-11 10:52:33","2022-01-11 10:52:33","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"3296","동대문구_자전거보관대_91","자전거보관대","사용","일반","127.061961359","37.587287933","[]","Point","","서울특별시 동대문구 망우로18나길 20","서울특별시 동대문구 휘경동 286-66","02498","","(친환경)자전거 편의시설","9028.167786","2022-01-11 10:53:18","2022-01-11 10:53:18","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
